1878,¨ä¥L¤ÆùÛ«~¹s°â,½{®R¥ø·~ªÀ,·s¦Ë¥«ªF¡@°Ï¬ì¶é¨½¬ì¾Ç¶é¸ô¢¸¢·¸¹¢°¼Ó,¥xÆWPay
1879,ªA¸Ë¹s°â,ªá²M±áºë«~ªA¹¢©±,·s¦Ë¿¤¦Ë¥_¥«¤æ±[¨½¿¤¬F¤Cµó¢°¸¹¢°¼Ó,¥xÆWPay
1880,ÄÑ©±¡B¤p¦Y©±,¥Ð°O­¹°ó,·s¦Ë¿¤¦Ë¥_¥«¤¤±[¨½ºÖ¿³¸ô¢·¢·¢·«Ñ¢¶¸¹,¥xÆWPay
1881,¨ä¥L¯MµHª¤»]­¹«~»s³y,ÄÑ¥]¾ð¤U©±,·s¦Ë¿¤¦Ë¥_¥«¿¤¬F¤Q¤@µó¢°¢¯¢²¸¹¢°¼Ó¡]«e¬q¡^,¥xÆWPay
1882,¦­À\©±,Ä«ªG¦­À\©±,·s¦Ë¿¤¦ËªFÂí¦ËªF¨½¢°¢¶¾FªF¹ç¸ô¢²¬q¢°¢²¢´¸¹,¥xÆWPay
1883,¦­À\©±,Ä«ªG¦­À\©±,·s¦Ë¿¤¦ËªFÂí¦ËªF¨½¢°¢¶¾FªF¹ç¸ô¢²¬q¢°¢²¢´¸¹,¥xÆWPay
1884,¥þ·s¾÷¨®¹s°â,«a·½¨®·~¦æ,·s¥_¥«¦Á¤î°Ï¤¤¿³¨½¤¤¿³¸ô¢°¢·¢°¤§¢±¸¹,¥xÆWPay
1885,ªA¸Ë¹s°â,®R¨àºë«~ªA¹¢,©yÄõ¿¤Ã¹ªFÂí¶°²»¨½¤½¥¿µó¢´¢°¸¹,¥xÆWPay
1886,Âø³f©±,¬Ã·½­¹«~¦æ,©yÄõ¿¤Ä¬¿DÂí¹i¤B¨½®ü¤sªF¸ô¢±¢¯¢·¸¹¢°¼Ó,¥xÆWPay
1887,¸gÀçºô¸ôÁÊª«,¥d«z¥ìªA¹¢,©yÄõ¿¤Ã¹ªFÂí¶°²»¨½¤½¶é¸ô¢°¢µ¢¯«Ñ¢±¸¹,¥xÆWPay
1888,À\À]¡BÀ\ÆU,¤p¤Ñ¤û¸qÄÑ©±,©yÄõ¿¤Ã¹ªFÂí¶°²»¨½¤½¥¿µó¢´¢²¸¹¢°¼Ó,¥xÆWPay
1889,ÄÑ©±¡B¤p¦Y©±,¦ËªL¦Û§UÀ\,©yÄõ¿¤Ã¹ªFÂí¦ËªL¨½´_¿³¸ô¢±¬q¢±¢¯¢²¸¹¢°¼Ó,¥xÆWPay
1890,À\À]¡BÀ\ÆU,¥ÛÀY«Î¤p¦Y³¡,©yÄõ¿¤Ã¹ªFÂí«n©÷¨½¯¸«e«n¸ô¢±¢°¢´¸¹,¥xÆWPay
1891,À\À]¡BÀ\ÆU,¨©¥§´µ¤p¦Y³¡,©yÄõ¿¤©yÄõ¥«¤å¤Æ¨½´_¿³¸ô¢±¬q¢·¢µ¸¹¢°¼Ó,¥xÆWPay
1892,À\À]¡BÀ\ÆU,¼ü¬Ã¶é¤pÀ],·s¦Ë¥«ªF¡@°Ï¤åµØ¨½¥úµØªFµó¢°¢¯¸¹,¥xÆWPay
1893,¾÷¨®¹s¥ó¡B¾÷¨®¦Ê³f¹s°â,«Ø¦¨¨®·~¦æ,·s¦Ë¥«ªF¡@°Ï¥úÂí¨½«n¤j¸ô¢¶¢°¢·¸¹¢°¼Ó,¥xÆWPay
1894,¦èÂIÄÑ¥]¹s°â,¥Ã«~¦èÂIÄÑ¥]§{,ªá½¬¿¤ªá½¬¥«¥Á¹B¨½¥ÁÅv¸ô¢°¢¯¢¯¸¹¢°¼Ó,¥xÆWPay
1895,²´Ãè¤Î¨ä¹s°t¥ó¹s°â,¤E¤j²´Ãè¦æ,®ç¶é¥«®ç¶é°Ï©ú¼w¨½¤¤¥¿¸ô¢°¢°¢¸¢¸¸¹¢°¼Ó,µó¤f¤ä¥I
1896,¦èÃÄ¹s°â,¬ü¨Î¤jÃÄ§½,·s¥_¥«¤¤©M°Ï´ººÖ¨½´º¦w¸ô¢°¢·¢´¸¹,¥xÆWPay
1897,ÄÑ©±¡B¤p¦Y©±,¤C±i¦Ì¯»´ö,·s¥_¥«·s©±°Ï·s¥Í¨½¥_·s¸ô¢°¬q¢±¢²¢¸¸¹¢°¼Ó,¼Ú¥IÄ_
1898,ÄÑ©±¡B¤p¦Y©±,¤C±i¦Ì¯»´ö,·s¥_¥«·s©±°Ï·s¥Í¨½¥_·s¸ô¢°¬q¢±¢²¢¸¸¹¢°¼Ó,µó¤f¤ä¥I
1899,ÄÑ©±¡B¤p¦Y©±,¤C±i¦Ì¯»´ö,·s¥_¥«·s©±°Ï·s¥Í¨½¥_·s¸ô¢°¬q¢±¢²¢¸¸¹¢°¼Ó,¥xÆWPay
1900,ÄÑ©±¡B¤p¦Y©±,¶ê¶ê¹Ø¥q¤é¥»®Æ²z,®ç¶é¥«¤¤Ãc°Ï¿³«n¨½·O´f¤Tµó¢²¢¶¸¹,¥xÆWPay
1901,¾cÃþ¤Î¨ä°t¥ó¡]¯u¥Ö¾cÃþ¤Î¨ä°t¥ó°£¥~¡^¹s°â,§_¥q²æ¥Ö¾c©±,»O¥_¥«¤¤¤s°Ï¥¿±o¨½¤Ñ¬zµó¢²¢±¸¹,¥xÆWPay
1902,ÀJ¶ì«~¹s°â,§»©ú¨è¦LªÀ,»O¥_¥«¤¤¥¿°Ï«H¸q¸ô¢±¬q¢°¢±¢¶¸¹¢°¼Ó,¥xÆWPay
1903,µ·Â´¡B³ÂÂ´¡B´ÖÂ´¡B¤òÂ´«~¹s°â,ªQªL¬vªA¸¹,»O¥_¥«¤j¦P°Ï­}¤Æµó¢°¬q¢±¢°¸¹¢²¼Ó¢²¢¯¢¸¢·«Ç,¥xÆWPay
1904,¨T¾÷¨®ÀËÅç,»ÊÂ×¾÷¨®¦æ,»O¥_¥«¤hªL°Ï¤åªL¸ô¢²¢°¢³¸¹,¥xÆWPay
1905,Ãdª«¥Î«~¹s°â,¤pÓ}Ãdª«¬ü®e,·s¦Ë¥«¥_¡@°Ï¼ç¶é¨½¤¤¤s¸ô¢°¢·¢³¸¹¢°¼Ó,¥xÆWPay
1906,¬ü¾v°|¤Î¾v´Y,¾vªÙ®É©|°Å¿S,®ç¶é¥«¤¤Ãc°Ï¥ÛÀY¨½¤¤©M¸ô¢°¢³¢µ¸¹,¥xÆWPay
1907,¥þ·s¾÷¨®¹s°â,¥þ¸q¨®·~¦æ,·s¥_¥«·s²ø°Ï¥ú¥¿¨½¥Á¦w¦è¸ô¢°¢·¢°¸¹,¥xÆWPay
1908,¾÷¨®ºû­×,©¾²»¾÷¨®¦æ,®ç¶é¥«Æ[­µ°Ï¤j¼æ¨½ÀØ®ü¸ô¤j¼æ¬q¢±¢¸¢¶¸¹¢°¼Ó,¥xÆWPay
1909,²z¾v©±,µáªL¾vÃÀ,·s¦Ë¿¤¦Ë¥_¥«¤å¤Æ¨½¢±¢³¾F¤å¥­¸ô¢²¢¯¢¯¸¹,¥xÆWPay
1910,²z¾v©±,µáªL¾vÃÀ,·s¦Ë¿¤¦Ë¥_¥«¤å¤Æ¨½¢±¢³¾F¤å¥­¸ô¢²¢¯¢¯¸¹,¥xÆWPay
1911,¥Á±J,¨«¹L­i¾ô¥Á±J,ªá½¬¿¤¨qªL¶m±R¼w§ø±R¼w¢±¢°¢¯¸¹,¥xÆWPay
1912,¾÷¨®ºû­×,¼w©ý¾÷¨®¦æ,·s¥_¥«²H¤ô°Ï¤j©¾µó¢°¢´¢°¸¹,¥xÆWPay
1913,¤Áªá¡B¬Ö®â¹s°â,´Iµo¶éÃÀªÀ,·s¥_¥«·s²ø°ÏºÖÀç¨½«á´ä¤@¸ô¢±¢±¢¯¸¹,¥xÆWPay
1914,¤ôªG¹s°â,¶W¸s¤ôªG,ª÷ªù¿¤ª÷´òÂí·s¥«¨½´_¿³¸ô¢µ¢¶¸¹,¥xÆWPay
1915,¥¼¤ÀÃþ¨ä¥L¹B°ÊªA°È,ÂE¤j½Ä®ö¥ø·~ªÀ,©yÄõ¿¤ÀY«°Âí´ä¤f¨½¢³¾F´ä¤f¸ô¢¸¢±?¢±¸¹¢°¼Ó,¥xÆWPay
1916,¨ä¥L¤ÆùÛ«~¹s°â,¬ý¿v¬ü®e§{,©yÄõ¿¤©yÄõ¥«§µ·G¨½¢°¾F¤¤¤s¸ô¤T¬q¢±¢±¢±¸¹,¥xÆWPay
1917,²z¾v©±,¥i¨½¾v«¬¤u§@«Ç,·s¦Ë¥«ªF¡@°Ï¦èªùµó¢¸¢±¸¹¢°¼Ó,¥xÆWPay
1918,¥¼¤ÀÃþ¨ä¥LªA¹¢«~¹s°â,ÂE?ªA¹¢ºë«~©±,®ç¶é¥«®ç¶é°Ï¤j¿³¨½¬K¤é¸ô¢°¢°¢µ¢´¸¹¢¸¼Ó,¥xÆWPay
1919,¥¼¤ÀÃþ¨ä¥LªA¹¢«~¹s°â,´f¦¨¦Ê³f¦æ,ªá½¬¿¤¥É¨½Âí°êªZ¨½©M¥­¸ô¢³¢±?¢°¸¹,¥xÆWPay
1920,À\À]¡BÀ\ÆU,¤û¤«¬ü­¹À],®ç¶é¥«¤¤Ãc°Ï´¶¤¯¨½¤¤¥_¸ô¢°¢²¢²¸¹¢°¼Ó,µó¤f¤ä¥I
1921,¨ä¥L¤ÆùÛ«~¹s°â,´Aº¸Ä×¤u§@«Ç,·s¥_¥«ªO¾ô°Ï²ø·q¸ô¢±¢´«Ñ¢³§Ë¢µ¸¹,¥xÆWPay
1922,«K·í¡B¦Û§UÀ\©±,½à¨ýÂA§ÖÀ\©±,·s¦Ë¥«¥_¡@°Ï¥Û§{¨½¦è¤j¸ô¢²¢µ¢¶¸¹¢°¼Ó,¥xÆWPay
1923,Âø³f©±,¸s­§Âø³f©±,®ç¶é¥«Àt¤s°Ï¨ß§|¨½¤j¦P¸ô¢°¢¯¢·¢±¸¹,¥xÆWPay
1924,¦­À\©±,Ä«ªG¦­¤ÈÀ\,ªá½¬¿¤¥É¨½Âí°êªZ¨½¢¯¢¯¢·¾F¤¤¤s¸ô¤G¬q¢´¢±¸¹¢°¼Ó,¥xÆWPay
1925,ÄÑ©±¡B¤p¦Y©±,´¿¬K¶¶,®ç¶é¥«¤¤Ãc°Ï¤¤ºa¨½±d¼Ö¸ô¢µ¢°¸¹,¥xÆWPay
1926,¶¼®Æ¹s°â,¤pºÛ©@°Ø§{,°ò¶©¥«¤¯·R°Ï©¾«i¨½·R¤­¸ô¢²¸¹¢°¼Ó,¥xÆWPay
1927,¾÷¨®ºû­×,¤[¶¶¾÷¨®¦æ,°ò¶©¥«¤C°ô°Ï¥Ã¥­¨½±R´¼µó¢¶¢±¸¹,¥xÆWPay
1928,¬ü¾v°|¤Î¾v´Y,¶ø¼Ö¾v«¬,°ò¶©¥«¤¯·R°Ï¤å©÷¨½©¾¤@¸ô¢°¢¸¤§¢°¸¹¢±¼Ó,¥xÆWPay
1929,«ö¼¯ªA°È,¤ÑÀs¾i¥Í·|À],·s¥_¥«¾ðªL°Ï«O¦w¨½«O¦w¤Gµó¢²¢³¸¹¢°¼Ó,¥xÆWPay
1930,¨ä¥LªA¸Ë¤Î¨ä°t¥ó¹s°â,¢á»´¤k¸Ë,·s¦Ë¿¤¦ËªFÂíºa¼Ö¨½¢°¾F°ÓµØµó¢µ¢±¸¹,·PÀ³¥I´Ú-«H¥Î¥d©Îª÷¿Ä¥d
1931,¦­À\©±,¥_¥x¨§¼ß¤j¤ý§{,·s¥_¥«¤T­«°Ï¥Ð¦w¨½¤¤µØ¸ô¢µ¢¶¸¹¢°¼Ó,¥xÆWPay
1932,ÄÑ©±¡B¤p¦Y©±,¤K¤è¤¤¥¿¤pÀ],·s¦Ë¥«¥_¡@°Ï¤ô¥Ð¨½¤¤¥¿¸ô¢²¢³¢µ¡B¢²¢³¢·¸¹,¥xÆWPay
1933,ÄÑ©±¡B¤p¦Y©±,¼Ö³p»»ÄÑ­¹À],®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½¤¤¥_¸ô¢±¬q¢³¢´¢´¸¹,µó¤f¤ä¥I
1934,À\À]¡BÀ\ÆU,ªY¦ê³õ©±,®ç¶é¥«Äª¦Ë°Ï¶¶¿³¨½«n¶¶¤­µó¢°¢¯¸¹,·PÀ³¥I´Ú-«H¥Î¥d©Îª÷¿Ä¥d
1935,¯u¥Ö¾cÃþ¤Î¨ä°t¥ó¹s°â,§ä¾c½ì¥ø·~ªÀ,®ç¶é¥«¥­Âí°Ï¼s¿³¨½©¾§µ¸ô¢¶¢±¸¹¢°¼Ó,¥xÆWPay
1936,¨ä¥L¨T¨®ºû­×,»Íèb¨T¨®°Ó¦æ,®ç¶é¥«¥­Âí°Ï¼s¹F¨½¼s¦¨µó¢´¢´¡Ð¢°¸¹¢°¼Ó,¥xÆWPay
1937,¨ä¥L¥¼¤ÀÃþ­Ó¤H¤Î®a®x¥Î«~ºû­×,¬Ó»ô¹q°ÊÅK±²ªù¥ø·~ªÀ,®ç¶é¥«¥­Âí°Ï«Ø¦w¨½¥­ªF¸ô¢³¢¸¢±«Ñ¢¶¢³§Ë¢±¸¹,¥xÆWPay
1938,À\À]¡BÀ\ÆU,¦èªùÖK¯NÀ\§{,®ç¶é¥«®ç¶é°Ï¤T¥Á¨½¦¨¥\¸ô¤G¬q¢°¢·¢¶¸¹¢°¼Ó,¥xÆWPay
1939,²´Ãè¤Î¨ä¹s°t¥ó¹s°â,ªöªL²´Ãè¦æ,®ç¶é¥«Æ[­µ°Ï¤j¦P¨½¤¤¤s¸ô¢±¬q¢·¢¯¢´¸¹,¥xÆWPay
1940,À\À]¡BÀ\ÆU,²³«~°Ó¦æ,®ç¶é¥«¤K¼w°Ï¤j©ú¨½¢¯¢±¢±¾F®çÅa¸ô¢·¢·¸¹¢°¼Ó,µó¤f¤ä¥I
1941,À\À]¡BÀ\ÆU,²³«~°Ó¦æ,®ç¶é¥«¤K¼w°Ï¤j©ú¨½¢¯¢±¢±¾F®çÅa¸ô¢·¢·¸¹¢°¼Ó,LINE
1942,©@°ØÀ],ÂÅ¹Ï©@°ØÀ],®ç¶é¥«Às¼æ°Ï¤j¥­¨½¥Áªv¤Cµó¢°¢±¢±¸¹¢°¼Ó,¥xÆWPay
1943,©v±Ð¡B³à¸®¥Î«~¹s°â,ª÷Äl¥D¹ê·~ªÀ,®ç¶é¥«·¨±ö°Ï¤j¦P¨½·s¹Aµó¢±¢´¢´¸¹¢°¼Ó,¥xÆWPay
1944,¨ä¥L¬ü®e¬üÅéªA°È,­bµÙ¬ü®e©±,®ç¶é¥«®ç¶é°ÏªF®H¨½¤¤¥¿¸ô¢´¢¶¢¯¸¹¢°¼Ó,¥xÆWPay
1945,¬~¦çªA°È,³ß¼ä¬~¦ç©±,®ç¶é¥«®ç¶é°Ï´Â¶§¨½´Â¶§µó¢´¢µ¸¹¢°¼Ó,¥xÆWPay
1946,¥¼¤ÀÃþ¨ä¥L­¹«~¡B¶¼®Æ¤ÎµÒ¯ó»s«~¹s°â,ÂEË¸¥ø·~ªÀ,®ç¶é¥«·¨±ö°ÏªF¬y¨½ÒÀÒÀ¸ô¢·¢¶¢²«Ñ¢²¸¹¢°¼Ó,¥xÆWPay
1947,¥¼¤ÀÃþ¨ä¥LªA¹¢«~¹s°â,³ßªÛ±öªA¹¢©±,®ç¶é¥«¤¤Ãc°Ï¤¤«Ø¨½¢°¢°¾F¤¤¤s¸ô¢²¢¯¢±¸¹¢°¼Ó,¥xÆWPay
1948,¥¼¤ÀÃþ¨ä¥LªA¹¢«~¹s°â,«ï¨ÈªA¹¢©±,®ç¶é¥«®ç¶é°Ï¥Ã¦w¨½¤O¦æµó¢²¢¶¸¹¢°¼Ó,¥xÆWPay
1949,ÄÑ©±¡B¤p¦Y©±,¦¿°OÀ_¶»,®ç¶é¥«¤¤Ãc°ÏÂÂ©ú¨½¤¤¥¿¸ô¢³¢¯¢¸¸¹¢°¼Ó,¥xÆWPay
1950,ÄÑ©±¡B¤p¦Y©±,¦¿°OÀ_¶»,®ç¶é¥«¤¤Ãc°ÏÂÂ©ú¨½¤¤¥¿¸ô¢³¢¯¢¸¸¹¢°¼Ó,¥xÆWPay
1951,ÄÑ©±¡B¤p¦Y©±,­¹¦b¦³¸q¦¡°Ó¦æ,®ç¶é¥«¤¤Ãc°Ï¤¯ºÖ¨½¤¤¤sªF¸ô¢²¬q¢±¢³¢¸¸¹¢°¼Ó,¥xÆWPay
1952,ÄÑ©±¡B¤p¦Y©±,·sª÷¦N§Q¶¼­¹©±,®ç¶é¥«¥­Âí°Ï´éÂ×¨½«nÂ×¸ô¢°¢¯¢¯¸¹¢°¼Ó,¥xÆWPay
1953,¾÷¨®¹s¥ó¡B¾÷¨®¦Ê³f¹s°â,ª÷Æp¥ø·~ªÀ,·s¦Ë¿¤´ò¤f¶m»ñ¤s§ø³Ó§Q¸ô¢±¬q¢±¢¯¢¸¸¹¢°¼Ó,¥xÆWPay
1954,²z¾v©±,¾vÅ]¾v«¬³]­p«Ç,·s¦Ë¿¤¦Ë¥_¥«¤æ±[¨½¢µ¾F¿¤¬F¤E¸ô¢±¢±¸¹,¥xÆWPay
1955,©@°ØÀ],¤¤¤j©@°Ø«Î,®ç¶é¥«¤¤Ãc°Ï¤­Åv¨½¤¤¤j¸ô¢²¢¯¢¯¸¹¡£§Ó§ÆÀ]«e©@°Ø§a¡¤,·PÀ³¥I´Ú-«H¥Î¥d©Îª÷¿Ä¥d
1956,¶¼®Æ¹s°â,®p²±¥ø·~ªÀ,·s¥_¥«·s©±°Ï©ú¼w¨½¤jÂ×¸ô¢³¢´¸¹,¥xÆWPay
1957,¥¼¤ÀÃþ¨ä¥LªA¹¢«~¹s°â,Ä¬µá¨ÈªA¸Ë¦æ,·s¥_¥«·s²ø°Ï¦Û«H¨½©¯ºÖ¸ô¢´¢µ¢¶¸¹¢°¼Ó,¥xÆWPay
1958,ÄÑ©±¡B¤p¦Y©±,ªü­»¤p¦Y,·s¦Ë¥«¥_¡@°Ï½Y¥Û¨½¦è¤j¸ô¢¶¢¯¢´¸¹¢°¼Ó,¥xÆWPay
1959,¨ä¥L¤ÆùÛ«~¹s°â,²ú´ºµ¾¬ü§°·|À],·s¦Ë¥«¥_¡@°Ï¥úµØ¨½¥úµØ¥_µó¢·¢´?¢µ¸¹,¥xÆWPay
1960,ªA¸Ë¹s°â,½{¦Ìµ£¸ËçE,·s¦Ë¥«¥_¡@°Ïª÷µØ¨½¥úµØ¤Gµó¢´¢±¸¹¢°¼Ó,¥xÆWPay
1961,¶¼®Æ¹s°â,¨£´¸¼p©Ð,®ç¶é¥«¤j·Ë°ÏºÖ¤¯¨½¢µ¾F±d²ø¸ô¢°¢³¸¹,¥xÆWPay
1962,¥¼¤ÀÃþ¨ä¥L­¹«~¡B¶¼®Æ¤ÎµÒ¯ó»s«~¹s°â,´_²»°Ó©±,ª÷ªù¿¤¯PÀ¬¶m¤W§Á§ø«C§Á¢°¢±¢±¡Ð¢²¸¹,¥xÆWPay
1963,¦BªG©±¡B§N¡]¼ö¡^¶¼©±,³ö¼¯©@°Ø¶¼®Æ©±,·s¥_¥«²H¤ô°Ï¦Û±j¸ô¢±¢¸¢²?¢°¸¹,¥xÆWPay
1964,ªA¸Ë¹s°â,¶êºö°Ó¦æ,°ò¶©¥«¤¤¥¿°Ï¼w¸q¨½¸q¤G¸ô¢±¢¸¤§¢°¸¹,¥xÆWPay
1965,¦èÂIÄÑ¥]¹s°â,¥Ý¨å¤â·P¯MµH,·s¥_¥«¤¤©M°Ï´_¿³¨½´_¿³¸ô¢²¢°¢³¸¹,¥xÆWPay
1966,Ãdª«¥Î«~¹s°â,¿ß¦Õ¦·Ãdª«¬ü®e§{,·s¥_¥«¤T­«°Ï¥Ã¦w¨½¤O¦æ¸ô¢±¬q¢´¢¸¸¹¡]¢°¼Ó¡^,¥xÆWPay
1967,¨ä¥L¬ü®e¬üÅéªA°È,Ë¡µá³y«¬§{,·s¥_¥«¤T­«°Ïªø¥Í¨½¤T©M¸ô¢±¬q¢°¢³¤§¢°¸¹,¥xÆWPay
1968,¦çªA­×§ï,¯ü²ú¤º¦ç§{,·s¥_¥«¥Ã©M°Ï¥Áªv¨½´¼¥úµó¢¸¢°¸¹¢°¼Ó,LINE
1969,¦çªA­×§ï,¯ü²ú¤º¦ç§{,·s¥_¥«¥Ã©M°Ï¥Áªv¨½´¼¥úµó¢¸¢°¸¹¢°¼Ó,·PÀ³¥I´Ú-«H¥Î¥d©Îª÷¿Ä¥d
1970,À\À]¡BÀ\ÆU,±æ®ü¤j¤p¦Y©±,·s¥_¥«¤TªÛ°Ï¥_¶Õ¤l¢³¢´¤§¢°¢¯¸¹,¥xÆWPay
1971,¾÷¨®ºû­×,¨Ý¸t¨®·~¦æ,·s¥_¥«¤g«°°Ï©µ¦N¨½?§Êµó¢´¸¹,¥xÆWPay
1972,¤Áªá¡B¬Ö®â¹s°â,«C­»ªáÃÀ,·s¥_¥«ªO¾ô°Ï©¾»A¨½¤å¤Æ¸ô¢±¬q¢°¢·¢±«Ñ¢²§Ë¢±¸¹,¥xÆWPay
1973,ÄÑ©±¡B¤p¦Y©±,¥d²ï¸q¦¡­»¯ó¼p©Ð,·s¥_¥«·s©±°ÏÄ_¿³¨½Ä_±j¸ô¢´¢´¸¹,¥xÆWPay
1974,À\À]¡BÀ\ÆU,ªÚ®x¸q¤j§QÄÑ§{,·s¥_¥«¤g«°°Ï¤g«°¨½¥ú©úµó¢±¢·«Ñ¢²¢¯¸¹,¥xÆWPay
1975,À\À]¡BÀ\ÆU,©¬¦Ì¸qÄÑ«Î,·s¥_¥«·s©±°ÏÄ_¦w¨½¥_·s¸ô¢²¬q¢·¢±¸¹¡]¢°¼Ó¡^,¥xÆWPay
1976,¦Û¦æ¨®¤Î¦Û¦æ¨®¹s¥ó¹s°â,³æ¨®¤@¤E¤G¹s¥ø·~ªÀ,·s¥_¥«¤T­«°ÏÀsªù¨½Àsªù¸ô¢¸¢³¸¹,¥xÆWPay
1977,Ãdª«¹}«~¹s°â,¤j¹Ò°Ó¦æ,·s¥_¥«¾ðªL°Ï¼æ©³¨½¤j¦w¸ô¢°¢µ¢´¸¹¡]¢°¼Ó¡^,¥xÆWPay
1978,¬ü¾v°|¤Î¾v´Y,§g§±³y«¬³]­p«Î,·s¥_¥«Äª¬w°Ï¤EË|¨½¤¤µØµó¢µ¢²¤§¢°¸¹,¥xÆWPay
1979,¬ü¾v°|¤Î¾v´Y,©¯ºÖªÅ¶¡¾v«¬¨FÀs,·s¥_¥«·s©±°Ï¤¤¥¡¨½¤¤¥¡¸ô¢±¢¯¢·¸¹¢±¼Ó,¥xÆWPay
1980,ÄÑ©±¡B¤p¦Y©±,Ë¡¯ó­¹§{,·s¥_¥«¤T­«°Ï·O·R¨½¤T©M¸ô¢³¬q¢±¢°¢´«Ñ¢³¸¹,¥xÆWPay
1981,ªA¸Ë¹s°â,ºñ´ËªLºë«~ªA¹¢©±,·s¥_¥«¥Ã©M°Ï¥Ã¿³¨½¤¤¿³µó¢µ¢¯¸¹¢°¼Ó,¥xÆWPay
1982,¾÷¨®ºû­×,ÂE°¥¨®·~,·s¥_¥«¾ðªL°Ï´^­í¨½¤Ó¥­¸ô¢°¢´¢¯«Ñ¢²¢°¸¹¡]¢°¼Ó¡^,¥xÆWPay
1983,ÄÑ©±¡B¤p¦Y©±,´äÂ×¼´ÄÑ¶º°ó,·s¥_¥«ªO¾ô°Ï¤å¼w¨½·s®ü¸ô¢°¢±¢·¸¹,·PÀ³¥I´Ú-«H¥Î¥d©Îª÷¿Ä¥d
1984,¦æ§õ½c¡B®È¦æ³U¡]½c¡^¡B­I¥]¡B¤½¨Æ¥]¡B¤Æ™Ö½c¹s°â,¼àÀBªA¹¢©±,·s¥_¥«·s²ø°ÏÀç½L¨½¤¤¥¿¸ô¢´¢°¢³«Ñ¢°¢¶¸¹,µó¤f¤ä¥I
1985,ªA¸Ë¹s°â,©|¬üªA¸Ë¦æ,·s¥_¥«¤­ªÑ°Ï¤­ªÑ¨½¦¨®õ¸ô¢±¬q¢°¢¯¢¸¸¹¡]¢°¼Ó¡^,¥xÆWPay
1986,¶¼®Æ¹s°â,¯ù¦ÛºC¯ùçE,·s¥_¥«·s©±°Ï¦¿³®¨½¥ÁÅv¸ô¢°¢²¢²¸¹,¥xÆWPay
1987,²z¾v©±,°ê»ñ¬ü¾v«Î,·s¥_¥«²H¤ô°Ï­^±M¸ô¢²¢´¸¹¢±¼Ó,¥xÆWPay
1988,À\À]¡BÀ\ÆU,¤Q¤ÀÁçÅ}¤p¦Y©±,·s¥_¥«¤g«°°Ï²M·Ë¨½«C¶³¸ô¢°¢¸¢´¸¹,µó¤f¤ä¥I
1989,¥¼¤ÀÃþ¨ä¥L¥þ·s°Ó«~¹s°â,²H¤ô­µ¼Ö²°À],·s¥_¥«²H¤ô°Ï¤¤¥¿¸ô¢±¢¶¢¯¸¹,¥xÆWPay
1990,¦­À\©±,ªìªá¦­À\©±,·s¥_¥«¥Ã©M°Ï¤j·s¨½¤j·sµó¢²¢µ¸¹¢°¼Ó,¥xÆWPay
1991,¥¼¤ÀÃþ¨ä¥L¥þ·s°Ó«~¹s°â,³{¤¸ª÷­»¦æ,·s¥_¥«¤¤©M°Ï¨qºÖ¨½¨q®Ô¸ô¢²¬q¢²¢·¸¹¢°¼Ó,¥xÆWPay
1992,¨ä¥L¬ü®e¬üÅéªA°È,ºy®É©|¬ü¾ÇÀ],·s¥_¥«·s²ø°Ï¦Û«H¨½©¯ºÖ¸ô¢´¢³¢²¤§¢°¸¹,µó¤f¤ä¥I
1993,ªA¸Ë¹s°â,¬ü¸¦°Ó¦æ,·s¥_¥«¥Ã©M°Ï®ÛªL¨½¦ËªL¸ô¢¸¢°«Ñ¢²¢µ§Ë¢°¢·?¢³¸¹¢±¼Ó,¥xÆWPay
1994,¥Á±J,¤s¤ôºñ¹Ò¥Á±J,·s¥_¥«Âù·Ë°Ï¤WªL¨½¤º¥­ªL¢µ¤§¢°¸¹,¥xÆWPay
1995,À\À]¡BÀ\ÆU,®b¬z¤tºë½o¤õÁç©±,·s¥_¥«·s©±°Ï¥Ã¦w¨½¦w©M¸ô¢²¬q¢°¢±¢±¸¹¢°¼Ó,¥xÆWPay
1996,¥¼¤ÀÃþ¨ä¥L­¹«~¡B¶¼®Æ¤ÎµÒ¯ó»s«~¹s°â,¥ü¦¨­¹«~¦æ,·s¥_¥«¦Á¤î°Ï¨q®p¨½·s¥x¤­¸ô¤G¬q¢³¢³¸¹,¥xÆWPay
1997,À\À]¡BÀ\ÆU,®Ø®Ø¥ø·~ªÀ,·s¥_¥«·s©±°ÏÄ_¦w¨½¥_·s¸ô¢²¬q¢¶¢·¸¹,¥xÆWPay
1998,¥Á±J,¤½¶é¢µ¢°¸¹,©yÄõ¿¤Ã¹ªFÂí¤¯·R¨½©¾§µ·s§ø¢µ¢°¸¹,¥xÆWPay
1999,¸gÀçºô¸ôÁÊª«,¯N½\®a¯MµH§{,©yÄõ¿¤¤­µ²¶m¨ó©M§ø¨óºÖ¸ô¢¸¢±¸¹,¥xÆWPay
2000,¨ä¥LªA¸Ë¤Î¨ä°t¥ó¹s°â,¦ã²ú¦W©±,©yÄõ¿¤ÁG·Ë¶m¤»µ²§ø¢µ¾F¤¤¤s¸ô¢±¬q¢µ¢²¸¹,¥xÆWPay
